doc_id,template_id,comment,title,link,youtube_title,youtube_descp,youtube_trans
0nhSrZZl,Bay Area Newscast,no black American cowboys,Sacramento Hosts its First Black Cowboys Parade and Down Home Blues Festival,https://newsbreak.com/n/0nhSrZZl,History celebrated with Sacramento Black Cowboys parade,"The parade had all things western, from horse demonstrations to pony rides. The event is meant to share the history of the black pioneers in America.",there was a big celebration of history today at Sacramento High the Sacramento black cowboys parade and down home blues music festival featured all things Western everything from horse demonstrations pony rides even a contest for the best dressed cowboy and cowgirl the event is all meant to share the history of the black Pioneers in America many of which were Cowboys and this is actually the first time the event was held but both organizers and those who showed up said it won't be their last the turnout is just unbelievable the support from this community has been phenomenal you know and and to see all these people here it really you know it means a lot and we hope to continue it every year with the turnout that we're having now I don't see why not doesn't it just make you want to grab a cowboy hat and get into the spirit lots of vendors out there and fun for the whole entire family
0nhLoG5A,Bay Area Newscast,Last week's story was how we are continuously over 100°F and I believe this is one of the most mild summers along with last years. These forecasts are a bunch of crap. Why lie?,Northern California to Experience Below-Average Temperatures and Brief Heatwave in Upcoming Week,https://newsbreak.com/n/0nhLoG5A,First Alert Weather Sunday night forecast 7-30-23,Meteorologist Darren Peck has the work week forecast.,so we got cooldown for this week okay there's a warm-up by next weekend but we're going to focus first on the fact that most of this week's going to come in below average and that's going to be kind of nice considering what so much of the news making headlines across the rest of the country has been and how we haven't had to deal with a whole lot of heat here it's a little bit by the time we get to Saturday but not most of this week San Jose you're going to be the example for how this week will play out we're going to look at all the microclimates coming up in just a bit but you can kind of see a pattern here 81 would be average I mean most of these days here are all below it especially here granted there's a little bit of a warm-up coming by the time we get to Sunday but let me draw your attention to that one so it's kind of nice to go down into the mid 70s for a stretch of days as you go into Late July early August and this is exactly what we're going to get some places you'll have to settle for mid 80s but that's those are the Inland East Bay valleys where your averages are you know closer to 90 for this time of year so it's going to be kind of nice in that regard we'll leave behind San Jose's View and we'll just kind of take a sample of what Sunday afternoon looks and feels like from the top of the Salesforce Tower our exclusive you looking out towards the Golden Gate no clouds maybe just a drop over the maroon headings and that's about it and a relatively warm 70 degrees for San Francisco most places are a couple of degrees above average out there right now for today and Monday is going to be almost identical to this so kind of take note of how your weekend was and that's how Monday's going to go we'll get a little warmer now 78 8 degrees warmer down here in San Jose that is the right now number but when we switch our perspective and go Inland you really see the differences this time of year it is still 90 in Concord that is your current number you made it up to 94 officially for the daytime high today this is one of the places that will get down to the mid 80s for a whole stretch of days coming up through the middle of the seven-day forecast this is also the place that is likely going to have triple digits come back by the time we get to next weekend it doesn't appear like we'll have to be there too long but we are going back up to about 101 for Inland Contra Costa County more on that in the 70 forecast in one second that's Monday so this is a carbon copy of what you just did today San Jose 79 88 Concord 85 Pleasanton 89 in Santa Rosa we see the Marine layer build in a little bit each morning but it never becomes too widespread and it melts back to the beaches if that by late morning and that's more Sunshine than anything else and we're continuing to track where this warmth is you've probably been hearing about the intense Heat going on across other parts of the country in Phoenix they just did 31 days in a row at 110 or above shattering the old record which used to be 18 days they did 30 and it's still going if they luck out they might get two days at 108 over the next two days over there and then there is significant heat coming back for them as we get into early August but you can see that you can visualize where the heat is this just played us all the way to Tuesday did you notice how the warmth kind of migrated away from us and that's why we're going to get a little more influence here coming in from the coast there's even a little counterclockwise spin a little Coastal Eddie there on Tuesday deepening the Marine layer throwing it farther Inland and giving us that coolest day that we saw for San Jose let's do it for everybody now the micro climates for San Francisco and Oakland Oakland your numbers will go down to the upper 60s before warming up to 80. that that's a warm up for Oakland but it's not we're not talking about heat advisories here North Bay and South Bank your numbers go down to the mid 80s in the North Bay you are three degrees shy of 100 in Santa Rosa by Sunday San Jose you're going to be three degrees shy of 90 by the time we get there and this is the line we looked at this at the very top of the newscast at six o'clock that's where our triple digit number starts to come back in Concord this is specific to you but it's really the seven-day forecast in general for Inland Contra Costa County Antioch you'll be a little warmer Walnut Creek you'll be a little cooler you get the gist and for the beaches you'll stay we'll go to Mid 60s with plenty of clouds all right guys back to you
0nhLoG5A,Bay Area Newscast,below average temperatures AND a heat wave . hummmm.,Northern California to Experience Below-Average Temperatures and Brief Heatwave in Upcoming Week,https://newsbreak.com/n/0nhLoG5A,First Alert Weather Sunday night forecast 7-30-23,Meteorologist Darren Peck has the work week forecast.,so we got cooldown for this week okay there's a warm-up by next weekend but we're going to focus first on the fact that most of this week's going to come in below average and that's going to be kind of nice considering what so much of the news making headlines across the rest of the country has been and how we haven't had to deal with a whole lot of heat here it's a little bit by the time we get to Saturday but not most of this week San Jose you're going to be the example for how this week will play out we're going to look at all the microclimates coming up in just a bit but you can kind of see a pattern here 81 would be average I mean most of these days here are all below it especially here granted there's a little bit of a warm-up coming by the time we get to Sunday but let me draw your attention to that one so it's kind of nice to go down into the mid 70s for a stretch of days as you go into Late July early August and this is exactly what we're going to get some places you'll have to settle for mid 80s but that's those are the Inland East Bay valleys where your averages are you know closer to 90 for this time of year so it's going to be kind of nice in that regard we'll leave behind San Jose's View and we'll just kind of take a sample of what Sunday afternoon looks and feels like from the top of the Salesforce Tower our exclusive you looking out towards the Golden Gate no clouds maybe just a drop over the maroon headings and that's about it and a relatively warm 70 degrees for San Francisco most places are a couple of degrees above average out there right now for today and Monday is going to be almost identical to this so kind of take note of how your weekend was and that's how Monday's going to go we'll get a little warmer now 78 8 degrees warmer down here in San Jose that is the right now number but when we switch our perspective and go Inland you really see the differences this time of year it is still 90 in Concord that is your current number you made it up to 94 officially for the daytime high today this is one of the places that will get down to the mid 80s for a whole stretch of days coming up through the middle of the seven-day forecast this is also the place that is likely going to have triple digits come back by the time we get to next weekend it doesn't appear like we'll have to be there too long but we are going back up to about 101 for Inland Contra Costa County more on that in the 70 forecast in one second that's Monday so this is a carbon copy of what you just did today San Jose 79 88 Concord 85 Pleasanton 89 in Santa Rosa we see the Marine layer build in a little bit each morning but it never becomes too widespread and it melts back to the beaches if that by late morning and that's more Sunshine than anything else and we're continuing to track where this warmth is you've probably been hearing about the intense Heat going on across other parts of the country in Phoenix they just did 31 days in a row at 110 or above shattering the old record which used to be 18 days they did 30 and it's still going if they luck out they might get two days at 108 over the next two days over there and then there is significant heat coming back for them as we get into early August but you can see that you can visualize where the heat is this just played us all the way to Tuesday did you notice how the warmth kind of migrated away from us and that's why we're going to get a little more influence here coming in from the coast there's even a little counterclockwise spin a little Coastal Eddie there on Tuesday deepening the Marine layer throwing it farther Inland and giving us that coolest day that we saw for San Jose let's do it for everybody now the micro climates for San Francisco and Oakland Oakland your numbers will go down to the upper 60s before warming up to 80. that that's a warm up for Oakland but it's not we're not talking about heat advisories here North Bay and South Bank your numbers go down to the mid 80s in the North Bay you are three degrees shy of 100 in Santa Rosa by Sunday San Jose you're going to be three degrees shy of 90 by the time we get there and this is the line we looked at this at the very top of the newscast at six o'clock that's where our triple digit number starts to come back in Concord this is specific to you but it's really the seven-day forecast in general for Inland Contra Costa County Antioch you'll be a little warmer Walnut Creek you'll be a little cooler you get the gist and for the beaches you'll stay we'll go to Mid 60s with plenty of clouds all right guys back to you
0nhLoG5A,Bay Area Newscast,It’s called summer. Dumbfucks,Northern California to Experience Below-Average Temperatures and Brief Heatwave in Upcoming Week,https://newsbreak.com/n/0nhLoG5A,First Alert Weather Sunday night forecast 7-30-23,Meteorologist Darren Peck has the work week forecast.,so we got cooldown for this week okay there's a warm-up by next weekend but we're going to focus first on the fact that most of this week's going to come in below average and that's going to be kind of nice considering what so much of the news making headlines across the rest of the country has been and how we haven't had to deal with a whole lot of heat here it's a little bit by the time we get to Saturday but not most of this week San Jose you're going to be the example for how this week will play out we're going to look at all the microclimates coming up in just a bit but you can kind of see a pattern here 81 would be average I mean most of these days here are all below it especially here granted there's a little bit of a warm-up coming by the time we get to Sunday but let me draw your attention to that one so it's kind of nice to go down into the mid 70s for a stretch of days as you go into Late July early August and this is exactly what we're going to get some places you'll have to settle for mid 80s but that's those are the Inland East Bay valleys where your averages are you know closer to 90 for this time of year so it's going to be kind of nice in that regard we'll leave behind San Jose's View and we'll just kind of take a sample of what Sunday afternoon looks and feels like from the top of the Salesforce Tower our exclusive you looking out towards the Golden Gate no clouds maybe just a drop over the maroon headings and that's about it and a relatively warm 70 degrees for San Francisco most places are a couple of degrees above average out there right now for today and Monday is going to be almost identical to this so kind of take note of how your weekend was and that's how Monday's going to go we'll get a little warmer now 78 8 degrees warmer down here in San Jose that is the right now number but when we switch our perspective and go Inland you really see the differences this time of year it is still 90 in Concord that is your current number you made it up to 94 officially for the daytime high today this is one of the places that will get down to the mid 80s for a whole stretch of days coming up through the middle of the seven-day forecast this is also the place that is likely going to have triple digits come back by the time we get to next weekend it doesn't appear like we'll have to be there too long but we are going back up to about 101 for Inland Contra Costa County more on that in the 70 forecast in one second that's Monday so this is a carbon copy of what you just did today San Jose 79 88 Concord 85 Pleasanton 89 in Santa Rosa we see the Marine layer build in a little bit each morning but it never becomes too widespread and it melts back to the beaches if that by late morning and that's more Sunshine than anything else and we're continuing to track where this warmth is you've probably been hearing about the intense Heat going on across other parts of the country in Phoenix they just did 31 days in a row at 110 or above shattering the old record which used to be 18 days they did 30 and it's still going if they luck out they might get two days at 108 over the next two days over there and then there is significant heat coming back for them as we get into early August but you can see that you can visualize where the heat is this just played us all the way to Tuesday did you notice how the warmth kind of migrated away from us and that's why we're going to get a little more influence here coming in from the coast there's even a little counterclockwise spin a little Coastal Eddie there on Tuesday deepening the Marine layer throwing it farther Inland and giving us that coolest day that we saw for San Jose let's do it for everybody now the micro climates for San Francisco and Oakland Oakland your numbers will go down to the upper 60s before warming up to 80. that that's a warm up for Oakland but it's not we're not talking about heat advisories here North Bay and South Bank your numbers go down to the mid 80s in the North Bay you are three degrees shy of 100 in Santa Rosa by Sunday San Jose you're going to be three degrees shy of 90 by the time we get there and this is the line we looked at this at the very top of the newscast at six o'clock that's where our triple digit number starts to come back in Concord this is specific to you but it's really the seven-day forecast in general for Inland Contra Costa County Antioch you'll be a little warmer Walnut Creek you'll be a little cooler you get the gist and for the beaches you'll stay we'll go to Mid 60s with plenty of clouds all right guys back to you
0ngohFN2,Bay Area Newscast,Chicago or Oakland?,California and Hawaii NAACP Demand State of Emergency as Violence Surges in Oakland,https://newsbreak.com/n/0ngohFN2,Regional NAACP doubles down on Oakland chapter's request for state of emergency declaration over ong,"Violence in Oakland has gotten so bad, that NAACP's Oakland chapter asked that the city declare a state of emergency, and now, the regional branch is doubling down. Subscribe to KTVU's YouTube channel: https://www.youtube.com/channel/UCVhtkN7-c8mA8GXEoxS4YQw?sub_confirmation=1 KTVU delivers the best in-depth reports, interviews and breaking news coverage in the San Francisco Bay Area and California Watch KTVU's newscasts on https://www.ktvu.com/live Download KTVU's news and weather apps for free at https://www.ktvu.com/mobile-apps Subscribe to KTVU's newsletter at https://www.ktvu.com/newsletters Follow KTVU on Facebook: https://www.facebook.com/ktvu Follow KTVU on Twitter: https://twitter.com/KTVU Follow KTVU on Instagram: https://www.instagram.com/ktvu2/",NAACP of California and Hawaii doubled down today on a local chapter's call to declare a state of emergency over violence in Oakland ktv's Bailey O'Carroll spoke to people in the community about whether they think a state of emergency is necessary because it's getting worse and worse you know violence in Oakland has gotten so bad that the NAACP is asking the city to declare a state of emergency just days ago the Oakland chapter of the organization wrote a letter to the city saying in part quote field leadership including the movement to defund the police are District Attorney's unwillingness to charge and prosecute people who murder and commit life-threatening serious crimes and the proliferation of anti-police rhetoric have created a Heyday for Oakland criminals today the chapter that oversees the entire State of California doubled down on that message writing in part our community members are in danger and elected officials are turning their heads away they went on to say we're calling on the mayor to step up and work with the Oakland Branch to address this critical issue and call for a state of emergency I reached out to the NAACP for clarification about what they would want to come from the Declaration of an emergency but they said they were unable to answer at this time that's something that Oakland city council member Dan Kalb says makes things all the more difficult just pointing out the problem I think we all know there's a problem no one's uh denying that if there's some specificity about please do this or do that then I can I can react to that today I visited the site of the latest shooting in downtown Oakland thought declaring a state of emergency would make a difference each person I approached happened to be a victim of violence at least once before but the reviews were mixed I'm a victim over like five times in five years Umar Ibraham said he believes something needs to be done even if it means declaring a state of emergency others didn't agree I think symbolism is super important especially in this day and age of social media and everybody wanting to like see something that's like big and drastic in a headline my question would be what would a state of emergency really mean on the ground and could that possibly actually like you know further harm the narrative around Oakland council member called told us that city council officials are working to fight crime by adding new police academies by hiring additional 9-1-1 operators and working to retain those operators and also approving overtime for other law enforcement officers in The Newsroom I'm Bailey O'Carroll KTVU Fox 2 News
0ngohFN2,Bay Area Newscast,An old man at the bar once told me that the NAACP stands for Ni**as Are Always Causing Problems. Is that true? Juss Axin! 🌚,California and Hawaii NAACP Demand State of Emergency as Violence Surges in Oakland,https://newsbreak.com/n/0ngohFN2,Regional NAACP doubles down on Oakland chapter's request for state of emergency declaration over ong,"Violence in Oakland has gotten so bad, that NAACP's Oakland chapter asked that the city declare a state of emergency, and now, the regional branch is doubling down. Subscribe to KTVU's YouTube channel: https://www.youtube.com/channel/UCVhtkN7-c8mA8GXEoxS4YQw?sub_confirmation=1 KTVU delivers the best in-depth reports, interviews and breaking news coverage in the San Francisco Bay Area and California Watch KTVU's newscasts on https://www.ktvu.com/live Download KTVU's news and weather apps for free at https://www.ktvu.com/mobile-apps Subscribe to KTVU's newsletter at https://www.ktvu.com/newsletters Follow KTVU on Facebook: https://www.facebook.com/ktvu Follow KTVU on Twitter: https://twitter.com/KTVU Follow KTVU on Instagram: https://www.instagram.com/ktvu2/",NAACP of California and Hawaii doubled down today on a local chapter's call to declare a state of emergency over violence in Oakland ktv's Bailey O'Carroll spoke to people in the community about whether they think a state of emergency is necessary because it's getting worse and worse you know violence in Oakland has gotten so bad that the NAACP is asking the city to declare a state of emergency just days ago the Oakland chapter of the organization wrote a letter to the city saying in part quote field leadership including the movement to defund the police are District Attorney's unwillingness to charge and prosecute people who murder and commit life-threatening serious crimes and the proliferation of anti-police rhetoric have created a Heyday for Oakland criminals today the chapter that oversees the entire State of California doubled down on that message writing in part our community members are in danger and elected officials are turning their heads away they went on to say we're calling on the mayor to step up and work with the Oakland Branch to address this critical issue and call for a state of emergency I reached out to the NAACP for clarification about what they would want to come from the Declaration of an emergency but they said they were unable to answer at this time that's something that Oakland city council member Dan Kalb says makes things all the more difficult just pointing out the problem I think we all know there's a problem no one's uh denying that if there's some specificity about please do this or do that then I can I can react to that today I visited the site of the latest shooting in downtown Oakland thought declaring a state of emergency would make a difference each person I approached happened to be a victim of violence at least once before but the reviews were mixed I'm a victim over like five times in five years Umar Ibraham said he believes something needs to be done even if it means declaring a state of emergency others didn't agree I think symbolism is super important especially in this day and age of social media and everybody wanting to like see something that's like big and drastic in a headline my question would be what would a state of emergency really mean on the ground and could that possibly actually like you know further harm the narrative around Oakland council member called told us that city council officials are working to fight crime by adding new police academies by hiring additional 9-1-1 operators and working to retain those operators and also approving overtime for other law enforcement officers in The Newsroom I'm Bailey O'Carroll KTVU Fox 2 News
0ngohFN2,Bay Area Newscast,That’s a lie. There are no violence occurring. Anyone reporting this is brazenly creating misinformation. There’s none of that.,California and Hawaii NAACP Demand State of Emergency as Violence Surges in Oakland,https://newsbreak.com/n/0ngohFN2,Regional NAACP doubles down on Oakland chapter's request for state of emergency declaration over ong,"Violence in Oakland has gotten so bad, that NAACP's Oakland chapter asked that the city declare a state of emergency, and now, the regional branch is doubling down. Subscribe to KTVU's YouTube channel: https://www.youtube.com/channel/UCVhtkN7-c8mA8GXEoxS4YQw?sub_confirmation=1 KTVU delivers the best in-depth reports, interviews and breaking news coverage in the San Francisco Bay Area and California Watch KTVU's newscasts on https://www.ktvu.com/live Download KTVU's news and weather apps for free at https://www.ktvu.com/mobile-apps Subscribe to KTVU's newsletter at https://www.ktvu.com/newsletters Follow KTVU on Facebook: https://www.facebook.com/ktvu Follow KTVU on Twitter: https://twitter.com/KTVU Follow KTVU on Instagram: https://www.instagram.com/ktvu2/",NAACP of California and Hawaii doubled down today on a local chapter's call to declare a state of emergency over violence in Oakland ktv's Bailey O'Carroll spoke to people in the community about whether they think a state of emergency is necessary because it's getting worse and worse you know violence in Oakland has gotten so bad that the NAACP is asking the city to declare a state of emergency just days ago the Oakland chapter of the organization wrote a letter to the city saying in part quote field leadership including the movement to defund the police are District Attorney's unwillingness to charge and prosecute people who murder and commit life-threatening serious crimes and the proliferation of anti-police rhetoric have created a Heyday for Oakland criminals today the chapter that oversees the entire State of California doubled down on that message writing in part our community members are in danger and elected officials are turning their heads away they went on to say we're calling on the mayor to step up and work with the Oakland Branch to address this critical issue and call for a state of emergency I reached out to the NAACP for clarification about what they would want to come from the Declaration of an emergency but they said they were unable to answer at this time that's something that Oakland city council member Dan Kalb says makes things all the more difficult just pointing out the problem I think we all know there's a problem no one's uh denying that if there's some specificity about please do this or do that then I can I can react to that today I visited the site of the latest shooting in downtown Oakland thought declaring a state of emergency would make a difference each person I approached happened to be a victim of violence at least once before but the reviews were mixed I'm a victim over like five times in five years Umar Ibraham said he believes something needs to be done even if it means declaring a state of emergency others didn't agree I think symbolism is super important especially in this day and age of social media and everybody wanting to like see something that's like big and drastic in a headline my question would be what would a state of emergency really mean on the ground and could that possibly actually like you know further harm the narrative around Oakland council member called told us that city council officials are working to fight crime by adding new police academies by hiring additional 9-1-1 operators and working to retain those operators and also approving overtime for other law enforcement officers in The Newsroom I'm Bailey O'Carroll KTVU Fox 2 News
0ngpX0vh,Bay Area Newscast,Heat wave before heat wave. But it’s cold. Wtf is the news on. It’s 70 not killer heat wave material,"Bay Area's Temperature to Cool Down before Expected Heat Wave, While California Braces for Increased Heat",https://newsbreak.com/n/0ngpX0vh,Warmer notes to cooler trends,"Some cooler temps in the forecast: KTVU meteorologist Mark Tamayo gives the latest in weather Subscribe to KTVU's YouTube channel: https://www.youtube.com/channel/UCVhtkN7-c8mA8GXEoxS4YQw?sub_confirmation=1 KTVU delivers the best in-depth reports, interviews and breaking news coverage in the San Francisco Bay Area and California Watch KTVU's newscasts on https://www.ktvu.com/live Download KTVU's news and weather apps for free at https://www.ktvu.com/mobile-apps Subscribe to KTVU's newsletter at https://www.ktvu.com/newsletters Follow KTVU on Facebook: https://www.facebook.com/ktvu Follow KTVU on Twitter: https://twitter.com/KTVU Follow KTVU on Instagram: https://www.instagram.com/ktvu2/",well the berry weather temperatures have been warming up a little bit over the past couple days tomorrow is still fairly warm to hot Inland but look what happens as we head into the new week temperatures will be sliding down so no major heat in our forecast at least in the short term maybe a week from now we could be talking about some hotter temperatures and maybe a few neighborhoods approaching 100 degrees that is still a ways out and still a bit of uncertainty but at least for tomorrow we're going to have this Mary's will fog out there clearing to near the coast it should be a little bit warmer temperatures about the same as today some neighborhoods could actually be a little bit warmer so beaches low 60s Around The Bay 70s to the lower 80s in the Inland neighborhoods in the upper 80s to the lower 90s for tomorrow here's a satellite showing you few high clouds moving into the valley here and also out in the the low clouds and fog dense fog near portions of the coastline already pushing back into a San Francisco Bay because we still have an onshore wind current wind reports out there Fairfield you can see how the Southwest at about 15 miles an hour a few more reports for you SF SFO Westerly at 22 Half Moon Bay Northerly wind gusting to 14 in San Jose in the single digits and about six miles an hour here's our live camera tonight looking out toward the Bay Bridge out towards San Francisco this is from Oakland and you get the sense just with this with this camera that we have some fog back in the picture for tonight we'll continue to thicken up the cloud cover somewhat over the next few hours current numbers is actually fairly mild out there 50s in San Francisco on the cool side with some 60s to report in Santa Rosa Oakland and in San Jose tomorrow morning we'll have Coastal fog partly sunny skies temperatures in the 50s to start things off maybe a few upper 40s up in portions of the North Bay here's the expected Cloud pattern so it's kind of been the repeating pattern each and every day and that'll be the case once again tomorrow morning 50's to the lower 60's to start off your Sunday and then into the afternoon hours the clouds will clear back to near the shoreline maybe a few high clouds that could have drift overhead by mid to late afternoon moving in from the south there's the eventual temperature range the beach is not warming up too much so with this Apache fog nearby in the 60s Inland neighborhoods will be the in the 90s and that's basically the pattern for tomorrow for your Sunday forecast this area of high pressure has been trying to build in a little bit and that has been leading to the miter warm-up this weekend and then we go the other direction into next week as another system wants to move in from the north and this will send temperatures down from Monday Tuesday and into Wednesday take a look at the numbers for tomorrow once again some areas of fog near the coast and near the bay gradually clearing back to near the shoreline lower 60s for Pacifica San Francisco 67 Oakland mid 70's up in the North Bay 80's to right around 90 degrees up in Santa Rosa and some lower 90's for Fairfield Antioch and Livermore for your Sunday afternoon here's a look ahead your five-day forecast you will see temperatures cooling off a little bit into your Monday and that cooling Trend will continue into Tuesday and Wednesday so looks like we're not talking about any major heat in this five-day stretch tomorrow the warmest day but then beyond Thursday we could be talking about another warming Trend back in the Bay area forecast that possibly could impact our pattern next weekend but we'll keep an eye on that but for tomorrow warm Inland and then some cooling temperatures ahead over the next several days thanks Mark the close
0ngohFN2,Bay Area Newscast,you shouldn't have bombarded the city with your drugs. You're not going to take it just like that. you news media is a joke,California and Hawaii NAACP Demand State of Emergency as Violence Surges in Oakland,https://newsbreak.com/n/0ngohFN2,Regional NAACP doubles down on Oakland chapter's request for state of emergency declaration over ong,"Violence in Oakland has gotten so bad, that NAACP's Oakland chapter asked that the city declare a state of emergency, and now, the regional branch is doubling down. Subscribe to KTVU's YouTube channel: https://www.youtube.com/channel/UCVhtkN7-c8mA8GXEoxS4YQw?sub_confirmation=1 KTVU delivers the best in-depth reports, interviews and breaking news coverage in the San Francisco Bay Area and California Watch KTVU's newscasts on https://www.ktvu.com/live Download KTVU's news and weather apps for free at https://www.ktvu.com/mobile-apps Subscribe to KTVU's newsletter at https://www.ktvu.com/newsletters Follow KTVU on Facebook: https://www.facebook.com/ktvu Follow KTVU on Twitter: https://twitter.com/KTVU Follow KTVU on Instagram: https://www.instagram.com/ktvu2/",NAACP of California and Hawaii doubled down today on a local chapter's call to declare a state of emergency over violence in Oakland ktv's Bailey O'Carroll spoke to people in the community about whether they think a state of emergency is necessary because it's getting worse and worse you know violence in Oakland has gotten so bad that the NAACP is asking the city to declare a state of emergency just days ago the Oakland chapter of the organization wrote a letter to the city saying in part quote field leadership including the movement to defund the police are District Attorney's unwillingness to charge and prosecute people who murder and commit life-threatening serious crimes and the proliferation of anti-police rhetoric have created a Heyday for Oakland criminals today the chapter that oversees the entire State of California doubled down on that message writing in part our community members are in danger and elected officials are turning their heads away they went on to say we're calling on the mayor to step up and work with the Oakland Branch to address this critical issue and call for a state of emergency I reached out to the NAACP for clarification about what they would want to come from the Declaration of an emergency but they said they were unable to answer at this time that's something that Oakland city council member Dan Kalb says makes things all the more difficult just pointing out the problem I think we all know there's a problem no one's uh denying that if there's some specificity about please do this or do that then I can I can react to that today I visited the site of the latest shooting in downtown Oakland thought declaring a state of emergency would make a difference each person I approached happened to be a victim of violence at least once before but the reviews were mixed I'm a victim over like five times in five years Umar Ibraham said he believes something needs to be done even if it means declaring a state of emergency others didn't agree I think symbolism is super important especially in this day and age of social media and everybody wanting to like see something that's like big and drastic in a headline my question would be what would a state of emergency really mean on the ground and could that possibly actually like you know further harm the narrative around Oakland council member called told us that city council officials are working to fight crime by adding new police academies by hiring additional 9-1-1 operators and working to retain those operators and also approving overtime for other law enforcement officers in The Newsroom I'm Bailey O'Carroll KTVU Fox 2 News
0ng8rAlQ,Bay Area Newscast,BULL..S,Californians Can Easily Claim Their Share of Billions in Unclaimed Cash,https://newsbreak.com/n/0ng8rAlQ,What Californians should know about unclaimed cash,You could actually have unclaimed money without even knowing it. Here's what you should know to claim what's yours. Read more here: https://www.abc10.com/article/money/unclaimed-cash-california/103-703b3f54-775a-40e6-a42b-4d7087bff1f9 Subscribe at: https://goo.gl/vai8Eu Find ABC10 online: https://www.abc10.com/ Sign up for our newsletter: https://www.abc10.com/email Stream ABC10 on Roku: https://channelstore.roku.com/details/63398/abc10 Stream ABC10 on Amazon Fire: https://www.amazon.com/Gannett-Broadcasting-ABC-10-Fire/dp/B01E0H2KZQ Stream ABC10 on AppleTV: https://itunes.apple.com/us/app/abc10-news-weather-traffic/id469397853?mt=8 Like ABC10 on Facebook: https://www.facebook.com/ABC10tv/ Like ABC10 on Instagram: https://www.instagram.com/abc10tv Follow ABC10 on Twitter: https://twitter.com/ABC10 App download Android: https://play.google.com/store/apps/details?id=com.gannett.local.library.news.kxtv&hl=en_US App download iPhone: https://apps.apple.com/us/app/abc10-news-weather-traffic/id469397853,okay so I got this letter in the mail the other day saying I have unclaimed cash here in California and you're saying good for you Chris why are you telling us it turns out about one in seven folks across the country may have unclaimed cash and there's 11.9 billion dollars of unclaimed cash here in California alone so all we need to do now is get the word out and let people know it's there as Monique linger with the state controller's office points out it could be much needed relief for people struggling to make ends meet you know folks are needing assistance with groceries these days with gas money school is starting you know we have school starting up right around the corner get some new shoes for your kiddos we all know how that goes so yes we're really excited to to hopefully get some more claims going and get some more people engaged with our database claimit.ca.gov talk to me about the average amount that people have sitting out there waiting for them so the average payout in 2022 was 433 dollars and so that's just an average you know some people may be seeing less some people may be seeing more I had I think about 50 in there several years ago before I even came to work for the state controller's office and that was a tank of gas at the time that was just a that was a lovely bonus that I was not expecting and where exactly is this unclaimed cash coming from you know a lot of people didn't know it was out there right they they wrote a deposit to their utility company and just sort of forgot about it they opened a checking account and they forgot about it and if you don't hear from that business or I'm sorry if that business doesn't hear from you after three years that's when the property is considered unclaimed but here's the deal the state is not going to track you down for example I told you I got this letter saying I had unclaimed cash it was from a group telling me to pay a fee to file the claim of course my next question was is this legal I found out there are so-called investigators or asset locators who can contact you it is a legitimate practice it is legal however they are not allowed to charge more than 10 percent for their services however there's no need to pay an investigator it's free all you got to do is go to the State controller's website enter your full name the city you live in and wait to see if in fact you do have unclaimed money go check it out we'll send you directly to the website at abc10.com links
0ngpuV04,Bay Area Newscast,You mean Chicago West...SF,"Escalating Crime and Homelessness Impact San Francisco's NoPa District, Residents Call for Greater Utilization of Affordable Housing Funds",https://newsbreak.com/n/0ngpuV04,"Residents in SF's NoPa neighborhood frustrated with recent crime, encampments",People living in San Francisco’s NoPa neighborhood say they’re frustrated by encampments that have been popping up along with an increase in crime. Thom Jensen reports. Stay connected: Follow us on Twitter: http://www.twitter.com/nbcbayarea Like us on Facebook: http://www.facebook.com/nbcbayarea Follow us on Instagram: http://www.instagram.com/nbcbayarea Follow us on TikTok: https://www.tiktok.com/@nbcbayarea Catch up on all the day's news: http://www.nbcbayarea.com Download our mobile app: On iOS: http://nbcbay.com/R1BhqYM On Android: http://nbcbay.com/rUcA97h Watch us on OTT: Add our channel on Roku: https://bit.ly/3ySK60j Download our app on Amazon Fire TV: https://amzn.to/3FmmiEA,at 11 a neighborhood in San Francisco fed up with an increase in crime it's happening in nopa or north of the Panhandle neighborhood as NBC bay area's Tom Jensen reports the problem came to a head this week when a fire started at an encampment right next to homes threatening families you got a hose the fire Wednesday night at the corner of Rafael Street and Central Avenue torched one neighbor's car and this family with two small kids says it was close to their home it's dangerous like this fire was really scary and it could have burned down this building the woman who lost her car is also breathing a sigh of relief I without a car and she blames City officials for the fire and the increase in crime around her neighborhood the solution she says using monies that have been earmarked in the city funds for affordable housing hundreds of millions of dollars of unspent affordable housing funds neighbors said they started seeing the tents and more crime during the pandemic very rapidly we started seeing some change with a lot of uh homelessness attending campmans drug use popping up around the neighborhood in fact just a couple of hours before the tent and car caught fire Wednesday another neighbor two blocks away captured this video from their home police responded quickly to the fight at Masonic avenue in Grove Street but neighbors say it's another example of how the once quiet nopa neighborhood has changed Francesco favaro who is helping organize a Grassroots non-profit to pay for improvements in nopa says the city has tried to help the city is offering some services but you know oftentimes it's the homeless population that's not accepting the services that are being offered so he wants a new city code when it comes to helping the unhoused if shelter has been offered we need these folks to take filter that is the case in New York for instance where people cannot refuse shelter some neighbors agree a lot like that could also work in San Francisco safety issues should not be political issues it's not safe yeah it's not safe we reached out to San Francisco PD and supervisor Dean Preston whose District includes nopa for comment but have not heard back in San Francisco Tom Jensen NBC Bay Area News
